Hher000001.1,4,75,4,90,PF05648.17,PEX11,Family,1,79,223,27.5,2.1e-06,1,No_clan
Hher000003.1,11,91,11,94,PF10545.12,MADF_DNA_bdg,Domain,1,82,84,47.7,1.6e-12,1,CL0123
Hher000004.1,13,167,10,181,PF03036.19,Perilipin,Family,5,161,403,36.8,2.4e-09,1,CL0718
Hher000005.1,1,139,1,141,PF01217.23,Clat_adaptor_s,Domain,2,140,142,194.4,8.6e-58,1,CL0431
Hher000007.1,41,177,7,191,PF00501.31,AMP-binding,Family,237,389,424,81.1,6.6e-23,1,CL0378
Hher000007.1,181,256,181,256,PF13193.9,AMP-binding_C,Domain,1,76,76,58.8,8.4e-16,1,CL0531
Hher000008.1,11,125,10,125,PF04818.16,CID,Repeat,2,121,121,100.9,6e-29,1,CL0020
Hher000009.1,162,195,162,201,PF04547.15,Anoctamin,Family,1,34,458,46.8,2.2e-12,1,CL0416
Hher000009.1,287,515,286,516,PF04547.15,Anoctamin,Family,267,457,458,171.3,3.8e-50,1,CL0416
Hher000011.1,6,39,5,41,PF00646.36,F-box,Domain,2,35,43,23.1,5.3e-05,1,CL0271
Hher000014.1,392,559,391,562,PF00270.32,DEAD,Domain,2,173,176,65.2,6.6e-18,1,CL0023
Hher000014.1,602,691,594,692,PF00271.34,Helicase_C,Domain,9,110,111,30.7,3.4e-07,1,CL0023
Hher000014.1,703,775,703,775,PF16124.8,RecQ_Zn_bind,Domain,1,66,66,46.7,4.2e-12,1,No_clan
Hher000014.1,780,894,779,895,PF09382.13,RQC,Domain,2,113,114,53.1,2.7e-14,1,CL0123
Hher000014.1,914,961,909,962,PF00570.26,HRDC,Domain,20,67,68,23.8,3.4e-05,1,CL0426
Hher000017.1,674,775,672,782,PF17838.4,PH_16,Domain,3,110,127,58.8,5e-16,1,CL0266
Hher000020.1,7,46,6,48,PF14555.9,UBA_4,Domain,2,41,43,53.7,1.5e-14,1,CL0214
Hher000020.1,239,310,239,310,PF08059.16,SEP,Domain,1,74,74,71.4,7.8e-20,1,No_clan
Hher000024.1,43,93,1,119,PF01048.23,PNP_UDP_1,Domain,160,206,234,26.6,3.5e-06,1,CL0408
Hher000025.1,25,383,22,387,PF00079.23,Serpin,Domain,4,365,370,171.4,3.7e-50,1,No_clan
Hher000026.1,9,41,8,48,PF05225.19,HTH_psq,Domain,2,35,45,24.9,1.4e-05,1,CL0123
Hher000026.1,61,126,60,128,PF03221.19,HTH_Tnp_Tc5,Domain,2,64,66,29.8,4.9e-07,1,CL0123
Hher000026.1,247,324,246,330,PF03184.22,DDE_1,Family,85,160,175,30.7,2.4e-07,1,CL0219
Hher000027.1,18,69,18,69,PF05699.17,Dimer_Tnp_hAT,Domain,1,57,86,50.6,1.3e-13,1,No_clan
Hher000028.1,4,55,4,56,PF04218.16,CENP-B_N,Domain,1,52,53,37.4,1.6e-09,1,CL0123
Hher000028.1,72,134,72,134,PF03221.19,HTH_Tnp_Tc5,Domain,1,66,66,73.7,9.9e-21,1,CL0123
Hher000028.1,198,283,198,295,PF03184.22,DDE_1,Family,1,90,175,83.8,1.2e-23,1,CL0219
Hher000029.1,255,353,255,360,PF13843.9,DDE_Tnp_1_7,Domain,1,102,350,67.1,1.9e-18,1,CL0219
Hher000029.1,359,477,354,477,PF13843.9,DDE_Tnp_1_7,Domain,239,350,350,55.0,8.7e-15,1,CL0219
Hher000030.1,15,163,4,170,PF01094.31,ANF_receptor,Family,56,210,354,118.7,3.3e-34,1,CL0144
Hher000031.1,77,161,5,162,PF01094.31,ANF_receptor,Family,267,353,354,44.9,8.9e-12,1,CL0144
Hher000032.1,1,261,1,261,PF00003.25,7tm_3,Domain,11,243,243,202.7,8.9e-60,1,CL0192
Hher000033.1,89,211,57,211,PF01553.24,Acyltransferase,Family,10,135,135,90.5,7.6e-26,1,CL0228
Hher000034.1,18,366,17,367,PF00009.30,GTP_EFTU,Domain,2,194,195,203.1,3.2e-60,1,CL0023
Hher000034.1,493,584,492,585,PF03144.28,GTP_EFTU_D2,Domain,2,73,74,33.2,5.5e-08,1,CL0575
Hher000037.1,64,193,64,193,PF11581.11,Argos,Family,1,129,129,200.9,6.6e-60,1,CL0083
Hher000039.1,38,103,32,107,PF00679.27,EFG_C,Domain,20,84,89,40.0,3.4e-10,1,CL0437
Hher000040.1,62,170,61,171,PF02893.23,GRAM,Domain,1,113,114,73.2,1.6e-20,1,CL0266
Hher000044.1,729,771,728,772,PF01585.26,G-patch,Family,2,43,45,47.2,1.7e-12,1,CL0449
Hher000045.1,52,355,26,355,PF10390.12,ELL,Family,58,277,277,225.0,1.4e-66,1,CL0123
Hher000045.1,513,612,513,613,PF07303.16,Occludin_ELL,Domain,1,100,101,101.1,5.1e-29,1,No_clan
Hher000046.1,9,70,7,93,PF10390.12,ELL,Family,4,66,277,50.7,1.9e-13,1,CL0123
Hher000047.1,29,321,28,322,PF00579.28,tRNA-synt_1b,Family,2,292,293,240.7,2.2e-71,1,CL0039
